"","GN","UnterGN","Datum","Land","Wert","Verzeichnis","Signatur","Haupttyp","Untertyp","Zusatz","Herkunftsdatei"
"1157",11997,1,2012-02-27,"China",323823,"GKV","2B201a|2B001b2","2","B","201a","Tracker"
"1158",11998,1,2012-02-27,"Südafrika",151596,"GKV","7A103a","7","A","103a","Tracker"
"1159",11999,1,2012-02-27,"Russland",1419157,"GKV","2B201b1","2","B","201b1","Tracker"
"1160",12000,1,2012-03-28,"China",169371,"GKV","6A005a6b2","6","A","005a6b2","Tracker"
"1161",12001,1,2012-03-21,"Deutschland",1395,"GKV","1C235","1","C","235","Tracker"
"1162",12001,2,2012-03-21,"Deutschland",500,"GKV","1B231.b2","1","B","231b2","Tracker"
"1163",12002,1,2012-02-27,"Brasilien",169371,"GKV","6A005a6b2","6","A","005a6b2","Tracker"
"1164",12003,1,2012-02-27,"Malaysia",40551,"GKV","3A002g2","3","A","002g2","Tracker"
"1165",12004,1,2012-02-27,"Israel",7800,"GKV","7B003a","7","B","003a","Tracker"
"1166",12004,2,2012-02-27,"Israel",53800,"GKV","7B003a","7","B","003a","Tracker"
"1167",12005,1,2012-02-27,"China",131800,"GKV","3A001a2c","3","A","001a2c","Tracker"
"1168",12006,1,2012-02-27,"Russland",11566,"GKV","6A002c1","6","A","002c1","Tracker"
"1169",12007,1,2012-02-27,"Schweiz",44,"GKV","1C351d11","1","C","351d11","Tracker"
"1170",12008,1,2012-02-27,"USA",222,"GKV","1C351d11","1","C","351d11","Tracker"
"1171",12009,1,2012-02-27,"Iran",585,"unbekannt","unbekannt","","","","Tracker"
"1172",12010,1,2012-02-27,"Weissrussland",500,"GKV","5A001f","5","A","001f","Tracker"
"1173",12011,1,2012-02-27,"Algerien",770740,"GKV","5A002a1a","5","A","002a1a","Tracker"
"1174",12012,1,2012-02-28,"Taiwan",575000,"GKV","2B001a","2","B","001a","Tracker"
"1175",12013,1,2012-02-28,"Jordanien",8722,"GKV","6A002c1","6","A","002c1","Tracker"
"1176",12013,2,2012-02-28,"Jordanien",8461,"GKV","6A002a3f","6","A","002a3f","Tracker"
"1177",12014,1,2012-02-28,"Chile",100000,"ML (GKV)","15d","15","d","","Tracker"
"1178",12014,2,2012-02-28,"Chile",30000,"ML (GKV)","5b","5","b","","Tracker"
"1179",12014,3,2012-02-28,"Chile",25,"ML (GKV)","13c","13","c","","Tracker"
"1180",12014,4,2012-02-28,"Chile",53200,"GKV","6A002c1","6","A","002c1","Tracker"
"1181",12015,1,2012-02-28,"Chile",12200,"GKV","6A002a3f","6","A","002a3f","Tracker"
"1182",12016,1,2012-02-28,"Russland",740000,"GKV","2B201a|2B001a","2","B","201a","Tracker"
"1183",12017,1,2012-02-28,"Indien",25000,"GKV","4A003a","4","A","003a","Tracker"
"1184",12018,1,2012-02-28,"Russland",138052,"GKV","2B001a","2","B","001a","Tracker"
"1185",12019,1,2012-03-29,"Saudi-Arabien",9372520,"ML (GKV)","14","14","","","Tracker"
"1186",12020,1,2012-02-29,"Indien",450,"5.1","5.1","1","","","Tracker"
"1187",12021,1,2012-02-28,"Iran",82219,"unbekannt","unbekannt","","","","Tracker"
"1188",12022,1,2012-02-28,"Iran",585,"unbekannt","unbekannt","","","","Tracker"
"1189",12023,1,2012-02-29,"Mongolei",4000,"GKV","5A001f","5","A","001f","Tracker"
"1190",12024,1,2012-02-29,"Israel",428951,"GKV","7A002a+b","7","A","002a+b","Tracker"
"1191",12025,1,2012-03-01,"Serbien",15000,"GKV","2B001a","2","B","001a","Tracker"
"1192",12026,1,2012-03-01,"Singapur",297100,"GKV","2B201b1","2","B","201b1","Tracker"
"1193",12027,1,2012-03-01,"China",133640,"GKV","2B201a1","2","B","201a1","Tracker"
"1194",12028,1,2012-03-01,"China",54243,"GKV","5D002c1","5","D","002c1","Tracker"
"1195",12029,1,2012-03-02,"Hong Kong",103500,"GKV","3A001a2c","3","A","001a2c","Tracker"
"1196",12030,1,2012-03-02,"Singapur",4000,"GKV","1C231","1","C","231","Tracker"
"1197",12032,1,2012-03-02,"Mexiko",4000,"GKV","5A001f","5","A","001f","Tracker"
"1198",12033,1,2012-03-02,"Russland",120,"5.1","5.1","1","","","Tracker"
"1199",12034,1,2012-03-05,"Hong Kong",164700,"GKV","3A001a5a1","3","A","001a5a1","Tracker"
"1200",12035,1,2012-03-05,"Russland",37975,"GKV","2B201a1","2","B","201a1","Tracker"
"1201",12036,1,2012-03-05,"Israel",143000,"GKV","2B001a","2","B","001a","Tracker"
"1202",12037,1,2012-03-06,"Katar",236316,"GKV","2B350e5","2","B","350e5","Tracker"
"1203",12038,1,2012-03-06,"China",680000,"GKV","2B201b1|2B001c1","2","B","201b1","Tracker"
"1204",12039,1,2012-03-06,"China",264782,"GKV","2B201a1","2","B","201a1","Tracker"
"1205",12040,1,2012-03-06,"China",143921,"GKV","2B201a1","2","B","201a1","Tracker"
"1206",12042,1,2012-03-06,"China",617093,"GKV","2B201a1","2","B","201a1","Tracker"
"1207",12043,1,2012-03-06,"Taiwan",2890,"GKV","1C350.9|3B14","1","C","3509","Tracker"
"1208",12044,1,2012-03-06,"Bangladesh",6740,"GKV","6A002c1","6","A","002c1","Tracker"
"1209",12045,1,2012-03-06,"Thailand",5500,"GKV","5A001f","5","A","001f","Tracker"
"1210",12046,1,2012-03-06,"Pakistan",5500,"GKV","5A001f","5","A","001f","Tracker"
"1211",12047,1,2012-03-06,"Vereinigte Arabische Emirate",7611,"GKV","6A002c1","6","A","002c1","Tracker"
"1212",12047,2,2012-03-06,"Vereinigte Arabische Emirate",11167,"GKV","6A002c1","6","A","002c1","Tracker"
"1213",12047,3,2012-03-06,"Vereinigte Arabische Emirate",7300,"GKV","6A002a3f","6","A","002a3f","Tracker"
"1214",12048,1,2012-03-06,"Südafrika",310,"5.1","5.1","1","","","Tracker"
"1215",12049,1,2012-03-06,"Thailand",4383,"GKV","2B350g2","2","B","350g2","Tracker"
"1216",12050,1,2012-03-06,"China",9784,"GKV","2B350g2","2","B","350g2","Tracker"
"1217",12051,1,2012-03-06,"Indonesien",7000,"GKV","5A001f","5","A","001f","Tracker"
"1218",12052,1,2012-03-07,"Grossbritannien",500,"GKV","1B231.b2","1","B","231b2","Tracker"
"1219",12052,2,2012-03-07,"Grossbritannien",12450,"GKV","1C235","1","C","235","Tracker"
"1220",12053,1,2012-03-07,"Russland",363240,"GKV","2B001a","2","B","001a","Tracker"
"1221",12054,1,2012-03-07,"Indonesien",358109,"GKV","2B201b1","2","B","201b1","Tracker"
"1222",12055,1,2012-03-07,"Indien",6700,"GKV","6A003b4","6","A","003b4","Tracker"
"1223",12056,1,2012-03-07,"Taiwan",1950000,"GKV","2B001a","2","B","001a","Tracker"
"1224",12057,1,2012-03-09,"Weissrussland",1248383,"GKV","2B201b1","2","B","201b1","Tracker"
"1225",12058,1,2012-03-08,"Rumänien",84000,"GKV","2B001a","2","B","001a","Tracker"
"1226",12059,1,2012-03-08,"Schweden",10789,"ML (GKV)","4c","4","c","","Tracker"
"1227",12060,1,2012-03-08,"Pakistan",1635,"GKV","2B350g2","2","B","350g2","Tracker"
"1228",12061,1,2012-03-08,"Frankreich",330000,"GKV","0B001b14","0","B","001b14","Tracker"
"1229",12062,1,2012-03-08,"San Marino",95000,"ML (GKV)","10b","10","b","","Tracker"
"1230",12063,1,2012-03-08,"Niederlande",5000,"GKV","0B001b14","0","B","001b14","Tracker"
"1231",12064,1,2012-03-07,"Iran",2300,"unbekannt","unbekannt","","","","Tracker"
"1232",12065,1,2012-03-09,"Indien",453500,"GKV","2B001a","2","B","001a","Tracker"
"1233",12066,1,2012-03-09,"Pakistan",10368,"GKV","2B350g2","2","B","350g2","Tracker"
"1234",12067,1,2012-03-09,"Israel",41000,"GKV","7B003a","7","B","003a","Tracker"
"1235",12067,2,2012-03-09,"Israel",21000,"GKV","7B003a","7","B","003a","Tracker"
"1236",12068,1,2012-03-09,"Taiwan",863000,"GKV","2B201b1|2B001c","2","B","201b1","Tracker"
"1237",12069,1,2012-03-09,"Chile",13900,"ML (GKV)","1a|5.1","1","a","","Tracker"
"1238",12070,1,2012-03-09,"Vietnam",902396,"GKV","5A001f","5","A","001f","Tracker"
"1239",12071,1,2012-03-09,"China",59080,"GKV","6A005a5b","6","A","005a5b","Tracker"
"1240",12072,1,2012-03-09,"China",948000,"GKV","2B201b1","2","B","201b1","Tracker"
"1241",12073,1,2012-03-09,"China",280000,"GKV","2B201b|2B001c","2","B","201b","Tracker"
"1242",12074,1,2012-03-09,"Indien",7611,"GKV","6A002c1","6","A","002c1","Tracker"
"1243",12074,2,2012-03-09,"Indien",50000,"ML (GKV)","5b","5","b","","Tracker"
"1244",12074,3,2012-03-09,"Indien",10233,"GKV","6A002c1","6","A","002c1","Tracker"
"1245",12074,4,2012-03-09,"Indien",19720,"GKV","6A002c1","6","A","002c1","Tracker"
"1246",12074,5,2012-03-09,"Indien",7300,"GKV","6A002a3f","6","A","002a3f","Tracker"
"1247",12075,1,2012-03-09,"China",1371975,"GKV","2B201b|2B001c","2","B","201b","Tracker"
"1248",12076,1,2012-03-09,"Brasilien",3890,"GKV","5A002a1a","5","A","002a1a","Tracker"
"1249",12077,1,2012-03-09,"China",1064250,"GKV","2B201a1","2","B","201a1","Tracker"
"1250",12078,1,2012-03-09,"Hong Kong",3890,"GKV","5A002a1a","5","A","002a1a","Tracker"
"1251",12079,1,2012-03-12,"China",160570,"GKV","2B001a","2","B","001a","Tracker"
"1252",12080,1,2012-03-12,"Russland",341600,"GKV","2B201a1|2B001b2","2","B","201a1","Tracker"
"1253",12081,1,2012-03-12,"Algerien",625000,"5.2","5.2","2","","","Tracker"
"1254",12082,1,2012-03-12,"China",1064250,"GKV","2B201a1","2","B","201a1","Tracker"
"1255",12083,1,2012-03-12,"Taiwan",70000,"GKV","3A001g2","3","A","001g2","Tracker"
"1256",12084,1,2012-03-12,"Vereinigte Arabische Emirate",1300,"GKV","5A001f","5","A","001f","Tracker"
"1257",12085,1,2012-03-13,"Südkorea",4600,"GKV","1C233","1","C","233","Tracker"
"1258",12086,1,2012-03-13,"Peru",76800,"GKV","5A002a1a","5","A","002a1a","Tracker"
"1259",12087,1,2012-03-13,"Peru",44800,"GKV","5A002a1a","5","A","002a1a","Tracker"
"1260",12088,1,2012-03-13,"Indien",840000,"GKV","2B201a1|2B001b2","2","B","201a1","Tracker"
"1261",12089,1,2012-03-13,"Peru",19200,"GKV","5A002a1a","5","A","002a1a","Tracker"
"1262",12090,1,2012-03-13,"China",570000,"GKV","2B001a","2","B","001a","Tracker"
"1263",12091,1,2012-03-14,"Brasilien",228380,"GKV","2B201a1|2B001b2","2","B","201a1","Tracker"
"1264",12092,1,2012-03-14,"China",600000,"GKV","2B201b1|2B001c","2","B","201b1","Tracker"
"1265",12093,1,2012-03-14,"China",274216,"GKV","2B201a1|2B001b2","2","B","201a1","Tracker"
"1266",12094,1,2012-03-14,"China",200807,"GKV","2B201a1","2","B","201a1","Tracker"
"1267",12095,1,2012-03-14,"China",272175,"GKV","2B001d","2","B","001d","Tracker"
"1268",12096,1,2012-03-14,"Iran",1,"unbekannt","unbekannt","","","","Tracker"
"1269",12097,1,2012-03-14,"Katar",75000,"GKV","3A001a5a5","3","A","001a5a5","Tracker"
"1270",12098,1,2012-03-15,"China",79838,"GKV","5D002c1","5","D","002c1","Tracker"
"1271",12099,1,2012-03-15,"Brasilien",152807,"GKV","2B201a","2","B","201a","Tracker"
"1272",12100,1,2012-03-15,"Hong Kong",230000,"GKV","3A001a2c","3","A","001a2c","Tracker"
"1273",12101,1,2012-03-15,"Brasilien",152807,"GKV","2B201a","2","B","201a","Tracker"
"1274",12102,1,2012-03-15,"Brasilien",228182,"GKV","2B201a|2B001b2","2","B","201a","Tracker"
"1275",12103,1,2012-03-15,"Brasilien",228182,"GKV","2B201a1|2B001b2","2","B","201a1","Tracker"
"1276",12104,1,2012-03-15,"Brasilien",206445,"GKV","2B201a1|2B001b2","2","B","201a1","Tracker"
"1277",12105,1,2012-03-15,"Frankreich",600,"5.1","5.1","1","","","Tracker"
"1278",12106,1,2012-03-16,"Thailand",348409,"GKV","2B201a1|2B001b2","2","B","201a1","Tracker"
"1279",12107,1,2012-03-16,"China",452800,"GKV","2B201b1","2","B","201b1","Tracker"
"1280",12108,1,2012-03-16,"China",452800,"GKV","2B201b1","2","B","201b1","Tracker"
"1281",12109,1,2012-03-16,"China",452800,"GKV","2B201b1","2","B","201b1","Tracker"
"1282",12110,1,2012-03-16,"China",452800,"GKV","2B201b1","2","B","201b1","Tracker"
"1283",12111,1,2012-03-16,"Indien",6486,"5.1","5.1","1","","","Tracker"
"1284",12112,1,2012-03-19,"Brasilien",169371,"GKV","6A005a6b2","6","A","005a6b2","Tracker"
"1285",12113,1,2012-03-19,"Brasilien",431770,"GKV","2B201a|2B001b2","2","B","201a","Tracker"
"1286",12114,1,2012-03-19,"Kuwait",1417,"5.1","5.1","1","","","Tracker"
"1287",12114,2,2012-03-19,"Kuwait",4175,"5.1","5.1","1","","","Tracker"
"1288",12115,1,2012-03-19,"Indien",2098300,"GKV","2B352b","2","B","352b","Tracker"
"1289",12116,1,2012-03-19,"Indien",168000,"GKV","2B001a","2","B","001a","Tracker"
"1290",12117,1,2012-03-20,"Serbien",8000,"GKV","2B201a1","2","B","201a1","Tracker"
"1291",12118,1,2012-03-20,"Südkorea",336,"GKV","1C351d11","1","C","351d11","Tracker"
"1292",12118,2,2012-03-20,"Südkorea",336,"GKV","1C351d11","1","C","351d11","Tracker"
"1293",12119,1,2012-03-20,"Indonesien",43481,"GKV","3A002g2","3","A","002g2","Tracker"
"1294",12120,1,2012-03-20,"Grossbritannien",1022,"GKV","1C351d11","1","C","351d11","Tracker"
"1295",12121,1,2012-03-20,"Grossbritannien",255,"GKV","1C351d11","1","C","351d11","Tracker"
"1296",12121,2,2012-03-20,"Grossbritannien",255,"GKV","1C351d11","1","C","351d11","Tracker"
"1297",12122,1,2012-03-20,"Indonesien",43481,"GKV","3A002g2","3","A","002g2","Tracker"
"1298",12123,1,2012-03-20,"Grossbritannien",255,"GKV","1C351d11","1","C","351d11","Tracker"
"1299",12123,2,2012-03-20,"Grossbritannien",255,"GKV","1C351d11","1","C","351d11","Tracker"
"1300",12124,1,2012-03-20,"China",528365,"GKV","2B201b1|2B001c1","2","B","201b1","Tracker"
"1301",12125,1,2012-03-20,"Indonesien",8455,"GKV","2B350.i4","2","B","350i4","Tracker"
"1302",12126,1,2012-03-20,"China",403424,"GKV","2B201b1","2","B","201b1","Tracker"
"1303",12127,1,2012-03-21,"Vereinigte Arabische Emirate",2550,"ML (GKV)","3a","3","a","","Tracker"
"1304",12128,1,2012-03-21,"Frankreich",695,"5.1","5.1","1","","","Tracker"
"1305",12129,1,2012-03-21,"China",302859,"GKV","2B201a1|2B001b2","2","B","201a1","Tracker"
"1306",12130,1,2012-03-21,"China",302859,"GKV","2B201a1|2B001b2","2","B","201a1","Tracker"
"1307",12131,1,2012-03-21,"China",20000,"GKV","5A002a1a","5","A","002a1a","Tracker"
"1308",12132,1,2012-03-21,"Bangladesh",48000,"GKV","5A002a1a","5","A","002a1a","Tracker"
"1309",12133,1,2012-03-27,"Kanada",285,"ML (GKV)","3a","3","a","","Tracker"
"1310",12134,1,2012-03-21,"Singapur",38400,"GKV","5A002a1a","5","A","002a1a","Tracker"
"1311",12135,1,2012-03-21,"Taiwan",174000,"GKV","7B003a","7","B","003a","Tracker"
"1312",12135,2,2012-03-21,"Taiwan",120300,"GKV","7B003a","7","B","003a","Tracker"
"1313",12136,1,2012-03-21,"Vereinigte Arabische Emirate",521780,"ML (GKV)","11","11","","","Tracker"
"1314",12137,1,2012-03-21,"Chile",6700,"GKV","6A003b4","6","A","003b4","Tracker"
"1315",12138,1,2012-03-21,"Kongo-Kinshasa",8870,"ML (GKV)","4b","4","b","","Tracker"
"1316",12139,1,2012-03-29,"Slowenien",31517,"5.2","5.2","2","","","Tracker"
"1317",12140,1,2012-03-22,"Singapur",826874,"GKV","6A002.c1","6","A","002c1","Tracker"
"1318",12141,1,2012-03-22,"China",699000,"GKV","2B201b1","2","B","201b1","Tracker"
"1319",12142,1,2012-03-22,"China",798000,"GKV","2B201b1","2","B","201b1","Tracker"
"1320",12143,1,2012-03-22,"China",178500,"GKV","2B201a1|2B001b2","2","B","201a1","Tracker"
"1321",12144,1,2012-03-22,"Taiwan",4000,"GKV","2B350g2","2","B","350g2","Tracker"
"1322",12145,1,2012-03-22,"Taiwan",35000,"GKV","2B350.g2","2","B","350g2","Tracker"
"1323",12146,1,2012-03-22,"Russland",2970,"ChKV","2B10","2B","10","","Tracker"
"1324",12147,1,2012-03-22,"Schweiz",950,"5.1","5.1","1","","","Tracker"
"1325",12148,1,2012-03-22,"China",344622,"GKV","2B201b|2B001c","2","B","201b","Tracker"
"1326",12149,1,2012-03-22,"Indien",9819,"GKV","2D202|2D002","2","D","202","Tracker"
"1327",12150,1,2012-03-22,"Kolumbien",21800,"5.1","5.1","1","","","Tracker"
"1328",12151,1,2012-03-22,"Singapur",225290,"GKV","2B201b1","2","B","201b1","Tracker"
"1329",12152,1,2012-03-21,"Pakistan",600000,"unbekannt","unbekannt","","","","Tracker"
"1330",12153,1,2012-03-21,"Indien",40000000,"unbekannt","unbekannt","","","","Tracker"
"1331",12154,1,2012-03-23,"China",311142,"GKV","2B201a1","2","B","201a1","Tracker"
"1332",12155,1,2012-03-23,"Russland",455086,"GKV","2B120|7B003a","2","B","120","Tracker"
"1333",12156,1,2012-03-27,"Taiwan",375000,"GKV","2B120|7B003a","2","B","120","Tracker"
"1334",12157,1,2012-03-23,"Hong Kong",99000,"GKV","3A001a2c","3","A","001a2c","Tracker"
"1335",12158,1,2012-03-23,"China",155571,"GKV","2B201a1","2","B","201a1","Tracker"
"1336",12159,1,2012-03-23,"Singapur",16000,"GKV","5A002a1a","5","A","002a1a","Tracker"
"1337",12160,1,2012-03-23,"Russland",240730,"GKV","2B201a|2B001b","2","B","201a","Tracker"
"1338",12161,1,2012-03-23,"Hong Kong",495000,"GKV","3A001a2c","3","A","001a2c","Tracker"
"1339",12162,1,2012-03-23,"Frankreich",40000,"GKV","0B001b14","0","B","001b14","Tracker"
"1340",12163,1,2012-03-23,"China",54430,"GKV","5D002c1","5","D","002c1","Tracker"
"1341",12164,1,2012-03-28,"Libanon",287000,"GKV","5A001f","5","A","001f","Tracker"
"1342",12165,1,2012-03-27,"China",10000,"GKV","500","5","0","0","Tracker"
"1343",12166,1,2012-03-26,"Indien",12334,"GKV","5D002c1","5","D","002c1","Tracker"
"1344",12167,1,2012-03-27,"China",641200,"GKV","3A001a2c","3","A","001a2c","Tracker"
"1345",12168,1,2012-03-26,"Indien",1900,"5.1","5.1","1","","","Tracker"
"1346",12169,1,2012-03-27,"Indien",1900,"5.1","5.1","1","","","Tracker"
"1347",12170,1,2012-03-27,"USA",15000,"GKV","0B001b14","0","B","001b14","Tracker"
"1348",12171,1,2012-03-27,"Weissrussland",69130,"GKV","2B001a","2","B","001a","Tracker"
"1349",12172,1,2012-03-27,"Indien",1900,"5.1","5.1","1","","","Tracker"
"1350",12173,1,2012-03-27,"Indien",1900,"5.1","5.1","1","","","Tracker"
"1351",12174,1,2012-03-27,"Indien",1900,"5.1","5.1","1","","","Tracker"
"1352",12175,1,2012-03-27,"Litauen",13000,"5.1","5.1","1","","","Tracker"
"1353",12176,1,2012-03-27,"Indien",1900,"5.1","5.1","1","","","Tracker"
"1354",12177,1,2012-03-27,"Indien",1900,"5.1","5.1","1","","","Tracker"
"1355",12178,1,2012-03-27,"Indien",1900,"5.1","5.1","1","","","Tracker"
"1356",12179,1,2012-03-27,"China",30353,"GKV","5D002c1","5","D","002c1","Tracker"
"1357",12180,1,2012-03-27,"China",30353,"GKV","5D002c1","5","D","002c1","Tracker"
